12968,18325,5357,"གང་ཟག་དེ་ཆོས་ཉམས་སུ་ལེན་པའི་དུས་ལ་དེ་ལ་དགོས་པའི་གྲོགས་པོ་རྣམ་པ་དྲུག་ཡོད།"
18325,23506,5181,"དེ་གང་རེད་ཟེར་ན། རང་གཞན་ཐམས་ཅད་མྱུར་དུ་འཆི་བར་ངེས་བསམ་པའི་བསམ་པ་འདི་ཡོད་ན།"
23506,28080,4574,"དེ་ནས་འཆི་བ་མི་རྟག་པ་རྒྱུད་ལ་སྐྱེས་ཚར་ནས་བཟུང་སྟེ་ཆོས་མི་སྒྲུབ་པའི་ཐབས་ཡོད་རྒྱུ་མ་རེད་དུས།"
28080,30620,2540,"དེ་ཡང་ནས་ཡང་དུ་རྒྱུད་ལ་བསྐྱེད་པ་དང༌།"
30620,36933,6313,"ཆོས་དང་མི་མཐུན་པའི་བྱ་བ་ལུས་ངག་ཡིད་གསུམ་གྱི་ཅི་ཡོད་ན་དེ་དགྲ་བོ་ལྟར་དུ་གཅིག་ཏུ་འདོར་དགོས།"
36933,44333,7400,"དེ་ནས་རང་ཕྱོགས་ལ་ཆགས་པ་དང༌། གཞན་ཕྱོགས་ལ་སྡང་བ་མེད་པ་སྟེ།"
44333,50158,5825,"གཏི་མུག་ལུང་མ་བསྟན་བཏང་སྙོམས་འབྱུང་ཉེ་བ་ཡིན་པས་དགེ་བ་སྡིག་པ་གང་ཡང་མི་སྒྲུབ་"
50158,53302,3144,"རང་བཞིན་ཟ་ཉལ་བྱེད་དེ་ཕག་ཉལ་པ་ལྟ་བུ་ཞིག་ཡིན་ན།"
53302,56878,3576,"ཆོས་ཀྱི་ཡོན་ཏན་གང་ཡང་མི་སྐྱེ་བས་སྙོམས་ལས་དེ་ཉིད་སྤོང་བར་གྱིས།"
56878,62160,5282,"བརྩོན་འགྲུས་ཡང་དག་པ་ཞིག་རྒྱུད་ལ་ཡོད་པ་འདི་ཕ་བར་ཆད་བྱེད་པའི་རྐྱེན་འདི་གང་རེད་ཟེར་ན།"
62160,67026,4866,"རྣམ་གཡེང་དང་འདུ་འཛི་ལ་དགའ་རྒྱུ་དང་འཇིག་རྟེན་ཚེ་འདིའི་བྱ་བ་གླུ་གར་རོལ་མོ་ལ་དགའ་རྒྱུ་རེད།"
67026,71886,4860,"དེ་ལྟ་བུ་ཐམས་ཅད་བག་ཡོད་པ་བྱེད་དེ་མི་དགའ་བའི་གཉེན་པོ་བསྟེན་པ་དགོས།"
71886,75099,3213,"དད་པ་དང་གུས་པ་བླ་མ་དང་དཀོན་མཆོག་ལ་སྐྱེས་ནའང་"
75099,82254,7155,"རྐྱེན་གཞན་ཞིག་གིས་དད་ལོག་སྐྱེ་སླ་བ་ཡིན་པས་ན། དམ་པའི་ཆོས་གོ་བ་དེ་དག་ཐམས་ཅད་སེམས་ལ་འདྲིས་ཏེ།"
82254,87362,5108,"ཡང་ཆོས་མང་པོ་ཐོས་ནས་ག་ན་ཡིན་ན་དེ་མང་པོ་གསུངས་བསྡད་དུས་རྩ་བ་ཡོད་ས་མ་རེད་བསམ་པ་དང༌།"
