0,2300,2300,"ཆ་ཤས་ཀྱི་དམ་བཅའ་ཉམས་སོང་རེད། "
2300,4038,1738,"མ་ཕྲད་ན། སོ་སོར་འབྲེལ་མེད་རེད་ཚར་དུས།"
4038,6466,2428,"དཔེར་ན་ཤར་གྱི་རི་དང་ནུབ་ཀྱི་རི་གཉིས་"
6466,9478,3012,"ཕན་ཚུན་འབྲེལ་བ་ཡོད་མ་རེད་དུས། འབྲེལ་མེད་དུ་གནས་པའི་ཕྱིར་ན།"
9478,12184,2706,"དེ་ནས། འདས་པ་ནི་འགགས་ཟིན་པས་དངོས་པོར་མི་གྱུར་པས།"
12184,14873,2689,"དཔེར་ན། མི་ཤི་ཚར་ན་མིང་ཙམ་མ་གཏོགས་ཡོད་རྒྱུ་མ་རེད་དུས།"
14873,18689,3816,"མི་རིགས། མ་འོངས་པ་ནི་མོ་གཤམ་གྱི་བུ་དང་རི་བོང་གི་རྭ་ལྟ་བུ་"
18689,21590,2901,"གཏན་ནས་མ་སྐྱེས་པའི་ཕྱིར་ན། མ་འོངས་པ་ཟེར། མིང་ཞིག་བཏགས་རེད་ཟེར་མ་གཏོགས།"
21590,22805,1215,"དངོས་པོར་མི་རུང་།"
22805,26889,4084,"དེ་ནས། འདས་པ་དང་མ་འོངས་པ་གཉིས་ལ་མ་ལྟོས་པའི་ད་ལྟ་བ་ཞིག་ཡོད་ན།"
26889,29784,2895,"ད་ལྟ་བ་འདི་ལ། དབྱིབས། རི་ཡི་བཟོ་ལྟ་འདྲ་འདུག་བསྡད་དང་།"
29784,31004,1220,"ཆུ་ཡི་བཟོ་ལྟ་འདྲ་འདུག།"
31005,32290,1285,"ཁ་དོག་དཀར་སེར་དམར་ལྗང་། "
32290,35767,3477,"གོང་དུ། དངོས་པོ་ཡོད་པ། ཀ་བ་དང་བུམ་པ་ལྟ་བུ་ཡིན་དང་།"
35767,38207,2440,"དེ་ནས། དངོས་པོ་མེད་པ་བར་སྣང་གི་"
38207,39669,1462,"མེ་ཏོག་ལྟ་བུ་ཞིག་ཡིན།"
39669,41712,2043,"དེ་ནས། གཅིག་ཡིན་དང་། དུ་མ་ཡིན་ལ་སོགས་པ།"
41714,45343,3629,"དབུ་མ་རིགས་པ་དུ་མ་ཡི་སྒོ་ནས་ཡང་ནས་ཡང་དུ་དཔྱད་ན།"
45343,48400,3057,"དངོས་པོར་གྲུབ་རིགས་པའི་ཚུལ་དུ་མ་ཡིས་དཔྱད་ཀྱང་"
48400,51986,3586,"དོན་དུ། མཁས་པ་ཇི་ལྟ་བུ་ཞིག་གིས་རིགས་པས་དཔྱད་ན་མི་རྙེད་པའི་ཕྱིར་ན།"
51986,53359,1373,"དངོས་པོར་མི་རུང་བ་དང་།"
53359,56959,3600,"གཞན་ཡང་དེ་ལྟ་བུའི་གཟུང་འཛིན་གཉིས་སུ་མེད་པའི་ཡེ་ཤེས་དེ་"
56959,61415,4456,"ཡོད་པར་རྟོགས་བྱེད་ཀྱི་ཚད་མ་དེ་གང་རེད་ཞུས་ནས་ཟེར་ན། སེམས་ལས་བྱུང་བ་ཡིན་ཟེར།"
61415,64376,2961,"དེ་སེམས་ལས་བྱུང་བ་ཡིན་དང་། སེམས་ཁོ་རང་། དངོས་ཡིན།"
64376,66212,1836,"དང་པོ་སེམས་ལས་བྱུང་བ་ཡིན་ན།"
66212,68867,2655,"སེམས་ལས་བྱུང་བ་ཡི་སེམས་ཁོ་རང་འདི་ག་འདྲ་འདུག།"
68867,71702,2835,"དེ་ནས། སེམས་ཁོ་རང་ལ། དུས་གསུམ་སྐད་ཅིག་གི་ཆ་ཤས་ལ་"
71702,73311,1609,"སེམས་ཟེར་མཁན་འདི་རེད། ཟེར་རྒྱུ་ཅིག་དང་།"
73311,77344,4033,"གཟུགས་དང་། དབྱིབས་དང་། ཁ་མདོག། དངོས་པོ་ཕྲད་མ་་་་གང་ཡང་གོ་རྒྱུ་མ་རེད་དུས།"
77344,79487,2143,"དེ་ནས། སེམས་ཁོ་རང་མ་གྲུབ་ཚར་ནས་བཟུང་ཏེ།"
79487,82709,3222,"དེ་ནས། སེམས་ལས་བྱུང་ས་མེད་ཚར་ནས། འབྱུང་རྒྱུའི་སེམས་དེ་ཡང་།"
82709,85636,2927,"རྫུན་པར་ཡིན་པ་སྔར་ནས་གཏན་ལ་ཕབ་ཟིན་པ་ཡིན།"
85636,89034,3398,"དེ་ནས། ཡུལ་ཅན་ཤེས་པ་རྫུན་པས་ཡུལ་བདེན་པ་མཐོང་དུ་མི་རུང་།"
89034,92812,3778,"ཕྱི་མ་སེམས་ཁོ་རང་དངོས་གནས་ཡིན་ཟེར་ན། སེམས་གཅིག་པུ་དེ་ལ།"
92812,94899,2087,"དེ་ནས། གཞལ་བྱ། སེམས་གཅིག་ཁོ་རང་དེ་ཡིས་"
94899,98176,3277,"གཞལ་བྱ་འཇལ་བྱེད་ཀྱི་ཡུལ་དང་ཡུལ་ཅན་གཉིས་ཡོད་དམ་མེད།"
98176,100592,2416,"གཞལ་བྱ་འཇལ་བྱེད་ཀྱི་ཡུལ་ཡུལ་ཅན་གཉིས་ཡོད་ན།"
100592,104308,3716,"དེ་ནས། སེམས་ད་ལྟ་ཡོད་མེད་རང་གིས་མྱོང་བ་ཡི་སྒོ་ནས་ཤེས་རྒྱུ་རེད་དུས།"
