2755,6607,3852,"༇ དམ་པའི་ཆོས་ཟབ་མོ་རྫོགས་པ་ཆེན་པོ་འདི་ཉིད་གསན་ནས།"
6607,9851,3244,"དོན་ཟབ་མོ་ཚུལ་བཞིན་དུ་ཉམས་སུ་ལེན་པར་བགྱིའོ་སྙམ་པའི་བསམ་པ་རྒྱ་ཆེ་བ་"
9851,13076,3225,"བྱང་ཆུབ་མཆོག་ཏུ་ཐུགས་སྐྱེད་པ་དང་ཆོས་གསན་པའི་ཀུན་ཏུ་སྤྱོད་པའང་"
13076,16911,3835,"མདོ་རྒྱུད་བསྟན་བཅོས་དྲི་མ་མེད་པ་རྣམས་ལས་ཇི་སྐད་འབྱུང་བ་བཞིན་དུ་"
16911,19340,2429,"ལེགས་པར་གསལ་བཏབ་ཏེ་གསན་པ་གནང་བར་ཞུ།"
19340,24603,5263,"གང་གསན་པར་བྱ་བའི་ཆོས་ཀྱི་རིམ་པ་ནི་པཎ་གྲུབ་ལྔ་བརྒྱའི་གཙུག་རྒྱན་པཎ་ཆེན་བི་མ་མི་ཏྲ་"
24603,27715,3112,"བསམ་བཞིན་དུ་སྐྱེ་བ་བཞེས་པ་འཇམ་དབྱངས་མཁྱེན་བརྩེ་དབང་པོའི་"
27715,33422,5707,"ཀློང་ཆེན་དགོང་པའི་གསང་མཛོད་རྡོ་རྗེའི་ཐོལ་གླུ་མི་ཟད་པ་ཡོད་པའི་ནང་ནས།"
51494,56988,5494,"ཨ་ཧོ། གཉིས་པ་མཆོད་པར་བརྗོད་པ་ནི། གཟོད་ནས་དྲི་མེད་གཉུག་མའི་ངང་། །"
56988,60211,3223,"འོད་གསལ་སྣང་བཞིའི་རྩལ་རྫོགས་པས། །སྐུ་གསུམ་ལྷུན་གྲུབ་ཆེན་པོའི་ཞལ། །"
60211,61711,1500,"ངེས་དོན་བླ་མར་ཕྱག་འཚལ་ལོ།"
61711,68602,6891,"ཞེས་པ་དེ་ཨ་ཞེས་པ་ནི་ཆོས་ཉིད་སྐྱེ་བ་མེད་པའི་ངོ་བོ་རྗེས་སུ་མཚོན་པར་བྱེད་པ་ཡིན་པའི་ཕྱིར་ན་"
68602,74041,5439,"རྫོགས་པ་ཆེན་པོའི་གནས་ལུགས་ཆོས་སྐུ་ཀ་དག་གི་དོན་མཚོན་པ་དང་ཆོས་ཉིད་སྐྱེ་བ་མེད་པའི་དོན་དུ་"
74041,77233,3192,"སོ་སོ་རང་རིག་པའི་ཡེ་ཤེས་ཀྱིས་མངོན་སུམ་དུ་རྟོགས་པའི་ཚེ་ན་"
