0,9380,9380,"དེ་ཡིན་དུས་གདམས་ངག་གི་གནད་རེད། གདམས་ངག་མང་པོ་ཡོད་ནའང་གདམས་ངག་ཟབ་མོ་ཉམས་སུ་ལེན་པས་འཚེང་བ་གནད་རྣམས་མ་ལུས་པ་དག་ཐམས་ཅད་"
9380,12858,3478,"ཚན་པ་དྲུག་རེ་དྲུག་རེའི་སྒོ་ནས་བསྟན་དུས།"
12858,15185,2327,"དྲུག་ཚན་དྲུག་གིས་བཤད་ཀྱིས་གུས་པས་ཉོན།"
15185,19340,4155,"(1)  དེ་ལ་ཐོག་མར་འཇུག་པའི་ཆོས་དྲུག་ནི། །ལམ་གྱི་གཞི་རྟེན་བསླབ་གསུམ་བསྲུང་བ་དང༌། །"
19340,21570,2230,"སྣ་ཚོགས་ཐོས་བསམ་ཕྱོགས་མེད་བྱ་བ་དང༌། །"
21570,23530,1960,"སྒོ་གསུམ་ཞི་ཞིང་རང་རྒྱུད་གདུལ་བ་དང༌། །"
23530,25329,1799,"སྡིག་ལ་འཛེམ་ཞིང་དགེ་བ་སྤེལ་བ་དང༌། །"
25329,27710,2381,"ངོ་ཚ་ཁྲེལ་ཡོད་དད་པ་བསྐྱེད་པ་དང༌། །"
27710,32070,4360,"དགེ་བའི་བཤེས་དང་དགེ་གྲོགས་བསྟེན་པ་སྟེ། །དང་པོའི་ལས་ཅན་རྣམས་ལ་ཤིན་ཏུ་གཅེས། །"
32070,37495,5425,"དེ་ནས་ཆོས་ལ་ཐོག་མར་འཇུག་པར་བྱེད་པའི་གང་ཟག་དེ་ཆོས་དྲུག་ཚང་དགོས།"
37495,39100,1605,"ཆོས་དྲུག་གང་ཡིན་ཟེར་ན།"
39100,43320,4220,"ལམ་ཐམས་ཅད་ཀྱི་གཞི་རྟེན་ཚུལ་ཁྲིམས་དང༌། ཏིང་འཛིན།"
43320,48660,5340,"ཤེས་རབ་གསུམ་གྱི་བསླབ་པ་གསུམ་པོ་དེ་ཚུལ་བཞིན་དུ་མི་ཉམས་པར་བསྲུང་དགོས་པ།"
48660,51770,3110,"དེ་སྟེང་དུ་ལམ་གང་ཡིན་ཉམས་སུ་ལེན་པ་ཡོད་ན།"
51770,56860,5090,"དེ་ལའང་ཐོས་པ་རྒྱ་ཆེན་པོ་ཞིག་མེད་ན་ལམ་ལོག་པ་དང༌།"
56860,60400,3540,"ལམ་གོལ་བ་ལ་སོགས་པ་ལ་འཕྱན་པར་འགྱུར་པས་ཐོས་པ་དགོས་པ་དང༌།"
60400,65710,5310,"ཐོས་པའི་དོན་ཁ་རྐྱང་པ་ལ་འཁྱེར་བསྡད་ན་བྲག་ཆ་ལྟ་བུ་རེད་འགྲོ་རྒྱུ་རེད་དུས་"
65710,70280,4570,"ཐོས་པའི་དོན་དེ་ཉིད་རང་གི་སེམས་ལ་ཚུལ་བཞིན་དུ་སྦྱར་དགོས་པས།"
70280,73980,3700,"་་་"
73980,77210,3230,"ཐོས་པ་དེའང་རྒྱ་ཆེན་པོ་ཕྱོགས་མེད་དུ་མ་བྱས་ན་"
77210,81300,4090,"ཐོས་པ་ཕྱོགས་གཅིག་ཏུ་བྱས་ན་གཡག་ཞར་ར་ཡིས་རྩ་ཟོས་པ་ལྟ་བུ་འགྲོ།"
81300,85400,4100,"ཆོས་གཅིག་ལ་མཆོག་འཛིན་བྱེད་དུས་གཞན་དག་ཁྱད་དུ་གསོད་པ་ལ་སོགས་པ་དང་ནི་"
85400,88450,3050,"ལམ་གྱི་ཁོག་མི་བཀྲོལ་བ་ཡིན་པས།"
88450,95900,7450,"དེ་ནས་ཐོས་པ་དང་བསམ་པས་ཐོས་པའི་དོན་དེ་ངེས་དོན་གྱི་ལྟ་སྒོམ་སྤྱོད་གསུམ་པོ་ཐམས་ཅད་"
95900,99050,3150,"རང་གིས་གོ་བ་ཉམས་མྱོང་ཡག་པོ་ཞིག་སྐྱེས་ཡོད་ན།"
99050,100800,1750,"ཡོད་པ་དེའི་སྒོ་ནས་བཟུང་སྟེ།"
100800,104240,3440,"ང་ཐོས་པ་མང་པོ་ཡིན། མཁས་པ་ཡིན་བསམ་སྟེ་"
104240,105440,1200,"ང་རྒྱལ་གྱིས་འགོས་སོང་ན།"
105440,107860,2420,"ང་རྒྱལ་གྱི་གོང་བུ་ལ། །ཡོན་ཏན་གྱི་ཆུ་མི་ཆགས། །"
107860,110700,2840,"ཟེར་རྒྱུ་དེ་རེད་དུས་སྒོ་གསུམ་པོ་ཐམས་ཅད་"
110700,113880,3180,"རས་བལ་རྡོག་པས་བརྫིས་པ་ལྟ་བུ་ཞི་ཞིང་དུལ་བ་དང༌།"
113880,116550,2670,"དེ་ནས་ཐོས་པ་དང་བསམ་པ་བྱེད་རྒྱུ་དེ་ཡང་"
116550,121540,4990,"རང་གིས་གཞན་སྐྱོན་ལྟ་བའི་མི་དགོས་ས་མིག་ཕ་རོལ་གྱི་སྐྱོན་ཐམས་ཅད་མཐོང་རྒྱུ་རེད་དེ།"
121540,123840,2300,"རང་གི་གདོང་པའི་སྐྱོན་མཐོང་རྒྱུ་མ་རེད།"
