0,8831,8831,"(108)   ཐེག་ཆེན་བསྟན་པའི་ཡོན་ཏན་རྣམ་དྲུག་ནི། །བཤེས་གཉེན་བསྟེན་ལ་གཡེལ་བ་མེད་པ་དང༌། །སེམས་ཅན་དོན་བྱེད་སྐྱོ་དུབ་མེད་པ་དང༌། །གནས་ལུགས་རྟོགས་ཀྱང་ང་རྒྱལ་མེད་པ་དང༌། །དོན་དུ་མི་འགྱུར་རྙེད་པ་སྤོང་བ་དང༌། །ཟབ་མོའི་དོན་ལ་སྐྲག་པ་མེད་པ་དང༌། །དགེ་ཚོགས་སྒྲུབ་ལ་ཆོག་ཤེས་མེད་པའོ། །ཐེག་པ་ཆེན་པོའི་ལམ་དུ་ཞུགས་ཏེ་དེའི་སྡེ་སྣོད་ལ་བསྟེན་པའི་ཡོན་ཏན་རྣམ་པ་དྲུག་ཡོད་དེ། གང་ཡིན་ཟེར་ན།"
8831,12605,3774,"དགེ་བའི་བཤེས་གཉེན་བསྟེན་པ་ལ་སྒོ་ལུས་ངག་ཡིད་གསུམ་གྱི་ངལ་དུབ་དང༌། "
12605,15771,3166,"སྲོག་ཀྱང་བློས་གཏོང་སྟེ་དེ་ལ་མཉེས་པ་གསུམ་གྱི་སྒོ་ནས་"
15771,20642,4871,"ལུས་དང་གྲིབ་མ་བཞིན་དུ་བསྟེན་པ་ལ་ཆོག་ཤེས་མེད་པས་ནམ་ཡང་གཡེལ་བ་མེད་པ་དང༌།"
20642,25705,5063,"སེམས་ཅན་གྱི་དོན་བྱེད་པ་དེ་ལ་ལོག་སྒྲུབ་དང༌། དཀའ་ངལ་ལ་སོགས་པ་གང་འབྱུང་ནའང་"
25705,29170,3465,"སྐྱོ་དུབ་མེད་པས་སེམས་ཅན་ཐམས་ཅད་ཀྱི་དོན་ཁོ་ན་བྱེད་པ།"
29170,32463,3293,"ཆོས་ཉིད་སྟོང་པ་ཉིད་ཀྱི་གནས་ལུགས་མངོན་སུམ་དུ་རྟོགས་ནའང་"
32463,37768,5305,"ང་ལྟ་བ་མཐོན་པོ་ཡིན། གྲུབ་པ་ཐོབ་ཡིན་བསམ་པའི་མཆོག་འཛིན་དང་ང་རྒྱལ་མེད་པ།"
37768,48168,10400,"མཆོད་སྦྱིན་ལ་སོགས་པའི་དོན་དུ་མི་འགྱུར་བའི་རང་རྣམ་གཡེང་དང་འདུ་འཛི་འཕེལ་བའི་"
48168,53463,5295,"རྙེད་པ་བཀུར་སྟི་ལ་སོགས་པ་ཐམས་ཅད་བློས་གཏོང་སྟེ་སྤོང་བར་བྱེད་པ་དང༌།"
53463,57915,4452,"ཟབ་མོ་སྟོང་པ་ཉིད་ཀྱི་དོན་དང༌། གསང་སྔགས་ཀྱི་ལྟ་སྒོམ་སྤྱོད་པའི་དོན་ཇི་ཙམ་ཞིག་བལྟས་ན་"
57915,64775,6860,"དེ་ལ་བློ་ཁོག་ཡིད་ཆེས་ཀྱི་མོས་པ་ཚུར་སྐྱེ་བ་མ་གཏོགས་སེམས་སྐྲག་པ་མེད་པ་དང༌།"
64775,67522,2747,"དགེ་བའི་ཚོགས་དམིགས་བཅས་དང༌། དམིགས་མེད་ཇི་ཙམ་བསྒྲུབ་ན་"
67522,72294,4772,"ཆོག་ཤེས་མེད་པ་དུས་རྟག་ཏུ་ཡང་ནས་ཡང་དུ་སྤྱོད་པར་སྤྱད་ན་དེ་དག་ནི་"
72294,75321,3027,"ཐེག་པ་ཆེན་པོ་ལམ་གྱི་ཡོན་ཏན་བསྟན་པའི་ཆོས་དྲུག་ཡིན།"
75321,79153,3832,"(109) ཉོན་མོངས་དགྲ་ཆེན་གཞོམ་པའི་ཆོས་དྲུག་ནི། །ཉིན་འགའི་དགེ་སྦྱོར་ཉོན་མོངས་མི་ཕྱེད་པས། །"
79153,83752,4599,"སྒྲུབ་པ་རྒྱུན་བསྲིང་ངང་ཐུང་མེད་པ་གཅེས། །ཐོག་མེད་ཉོན་མོངས་ཤིན་ཏུ་གདུལ་དཀའ་བས། །"
83752,89773,6021,"གཉེན་པོ་རབ་ཟབ་ཐབས་བཅས་བསྟེན་པ་གཅེས། །"
89773,91798,2025,"བདག་འཛིན་གཞིག་དཀའ་གཟུང་འཛིན་རླབས་ཆེ་བས། །"
91798,96899,5101,"ཚོགས་གཉིས་དཔུང་བསྐྱེད་དགེ་ལ་འབད་པ་གཅེས། །འཁོར་བའི་གཅོང་ནད་ཡུན་རིང་སྦྱང་དཀའ་བས། །"
96899,100494,3595,"འཚོ་བྱེད་བླ་མ་རྟག་ཏུ་བསྟེན་པ་གཅེས། །དུག་ལྔའི་མེ་དཔུང་རབ་ཏུ་གཞིལ་དཀའ་བས། །"
100494,107615,7121,"བྱང་ཆུབ་སེམས་བསྐྱེད་རྒྱ་མཚོ་བསྟེན་པ་གཅེས། །ལས་ངན་བསགས་པའི་བགྲོད་ལམ་ཐུར་བདེ་བས། །"
107615,109994,2379,"ཐར་བའི་སྐས་ལ་ཡར་ལ་འཛེག་པ་གཅེས། །"
109994,118731,8737,"ཞེས་གསུངས་པ་སྟེ། དེ་ནས་ཉོན་མོངས་པའི་དགྲ་བོ་ཆེན་པོ་དེ་གཞོམ་ན་གཉེན་པོ་ཆོས་དྲུག་ཡིན་ཏེ།"
118731,123782,5051,"གང་ཡིན་ཟེར་ན། ཉི་མ་ཁ་ཤས་ཤིག་དགེ་སྦྱོར་ལ་བརྩོན་པར་བྱས།"
123782,130496,6714,"དེ་ནས་བློས་བཏང་བཞག་ན་ཉོན་མོངས་པ་ཕར་མགོ་གནོན་པ་དང་སྒྲིབ་པ་སྤོང་བའི་གོ་སྐབས་མི་ཕྱེད་པས་ན།"
130496,134115,3619,"ཚེ་དང་སྒྲུབ་པ་མཉམ་པའི་སྒོ་ནས་ཇི་སྲིད་འཚོའི་བར་དུ།"
134115,136836,2721,"གྲུབ་རྟགས་མྱུར་དུ་མི་རེ་བར། །སྒོམ་ཡུན་ཤི་དང་སྙོམས་པ་གྱིས། །"
136836,142954,6118,"གསུངས་རྒྱུ་དེ་ལྟ་བུ་ཡུན་རིང་དུ་བསྲིང་བའི་སྒོ་ནས་ཆོས་སྒྲུབ་པ་ལ་ལོ་དང་ཟླ་བ་ཁ་ཤས་ཙམ་ནས་"
142954,147342,4388,"ཡང་རྣམ་གཡེང་བྱས། ལོ་དང་ཟླ་བ་ཁ་ཤས་ལྷོད་ཡངས་སུ་ངང་ཐུང་སོང་དུས་"
147342,151015,3673,"ངང་ཐུང་མེད་པ་གཅེས་པ་དང༌། ཚེ་རབས་ཐོག་མེད་ནས་ད་ལྟ་ཡན་ཆད་དུ་"
151015,156205,5190,"རང་གི་ཉོན་མོངས་བརྒྱད་ཁྲི་བཞི་སྟོང་སྐྱེས་པ་དེ་དག་ཐམས་ཅད་གཉེན་པོའི་སྒོ་ནས།"
156205,159268,3063,"ལན་གཅིག་གཉིས་གདུལ་བས་ཐུལ་དཀའ་བ་ཡིན་པས་ཕྱིར་ན།"
159268,166236,6968,"གཉེན་པོ་རབ་ཏུ་ཟབ་པ་འདི་སྤང་བྱ་ནམ་འབྱུང་ན་ཡང་ནས་ཡང་དུ་"
166236,169297,3061,"དཀའ་ཚེགས་དང་ངལ་དུབ་མེད་པ་བསྟེན་པར་གཅེས་པ་ཡིན།"
169297,176207,6910,"རང་གཅེས་འཛིན་གྱི་བདག་འཛིན་གྱི་གོང་བུ་འདི་སྟོང་ཉིད་མངོན་སུམ་དུ་རྟོགས་དཀའ་བ་ཞིག་"
176207,179731,3524,"ཡོད་ན་མ་གཏོགས་ཕར་གཞིག་དཀའ་བ་དང༌། གཟུང་འཛིན་གྱི་སྒྲིབ་པ་"
179731,182296,2565,"རླབས་ཆེན་པོ་མཐའ་ཡས་རྒྱ་མཚོ་ལྟ་བུ་ཡིན་པས་ན།"
182296,187751,5455,"བསོད་ནམས་དང་ཡེ་ཤེས་ཚོགས་གཉིས་སྤྱོད་དེ་དགེ་བ་ལ་དུས་རྟག་ཏུ་"
