0,2748,2748,"(215) །ཆོས་ཉིད་དོན་ལ་གཞག་པའི་ཆོས་དྲུག་ནི། །གཟུང་བའི་ཡུལ་ལ་སྒོ་ལྔས་རྟེན་མ་བྱེད། ། འཛིན་པའི་སེམས་ལ་སྤྲོ་བསྡུས་བཟོ་མ་བྱེད། །བདེ་གསལ་ཞེན་མེད་རྣམ་རྟོག་འཕྲོ་མ་གཞུག ། རང་བྱུང་ལྷུག་པ་སྤྲོས་པའི་གོས་མ་གོན། །ཆོས་ཉིད་རྒྱ་ཡན་སེམས་འཛིན་སྒྲོག་མ་གཞུག །"
2748,9253,6505,"ཡངས་གྲོལ་བློ་ཡངས་འདུ་ཤེས་གཟེབ་མ་བཅིངས། །དེ་ལྟར་སུས་ཤེས་ཡང་དག་དོན་ལ་ཉེ། །"
9253,14253,5000,"ཞེས་པ་འདི་ནི། ཆོས་ཉིད་ཀྱི་དོན་ལ་རྣལ་མ་དང་མ་བཅོས་པ་བཞག་པ་ལ་"
14253,19252,4999,"ཁྱད་ཆོས་དྲུག་དགོས་གང་རེད་ཟེར་ན། ཕྱི་གཟུང་བའི་ཡུལ་དེ་ལ་མིག་ལ་སོགས་པ་"
19252,23136,3884,"དབང་པོ་སྒོ་ལྔས་གཟུང་བའི་ཡུལ་བཟང་པོ་ལ་ཆགས་པ།"
23136,26979,3843,"ངན་པ་ལ་སྡང་བ་བྱས་ན་ཕྱིའི་ཡུལ་དེས་ནང་གི་དབང་པོ་འཁྲུལ།"
26979,30145,3166,"ཡུལ་དབང་ཤེས་གསུམ་ལྷན་ཅིག་ཕྲད་ནས་འཁྲུལ་འགྲོ་རྒྱུ་རེད།"
30145,34865,4720,"དེས་རྟེན་པ་མ་བྱེད་གསུངས། ནང་འཛིན་པའི་སེམས་ཀྱིས་ཆགས་སྡང་མང་པོ་ཡོད་པ་དེ།"
34865,37286,2421,"དེ་གཅིག་ཡང་རྣམ་རྟོག་གཅིག་གིས་གཉིས།"
37286,39253,1967,"གཉིས་ཀྱིས་གསུམ་བྱས་སྤྲོ་བསྡུས་མང་པོ་བྱས་ན་"
39253,41831,2578,"འཁྲུལ་པ་རྒྱ་འབྱམས་པས་དེ་བཟོ་བོ་མ་བྱེད།"
41831,45303,3472,"སེམས་ལ་བདེ་གསལ་མི་རྟོག་པའི་ཉམས་ཤར་བྱུང་ན་"
45303,47641,2338,"ཉམས་དེ་དག་ཐམས་ཅད་ཞེན་མེད་དུ་མ་བྱས་ན།"
47641,50932,3291,"ཉམས་འཇའ་ཚོན་དང་འདྲ་བའི་ལྟད་མོས་བསླུས་པར་བྱས་པ་དང་འདྲ་བས་"
50932,55451,4519,"སྒོམ་ཆེན་བསླུ་བྱེད་རྣམ་རྟོག་གི་རྒྱ་ལ་ཚུད་འགྲོ་དུས་དེ་མ་བྱེད་གསུངས་རེད།"
55451,60173,4722,"དེ་ནས་མ་བཅོས་རྫོགས་པ་ཆེན་པོའི་དོན་བསྒོམ་ན་"
60173,63141,2968,"རང་བྱུང་ཤུགས་ཀྱི་ངང་དུ་མཉམ་པར་བཞག་དགོས་པ་ཡིན་པས།"
63141,66180,3039,"ངའི་སེམས་འདི་གསལ་བ་རེད། ངའི་སེམས་འདི་སྟོང་པ་རེད།"
66180,68291,2111,"ལྟ་བ་མཐོན་པོ་རེད། སྒོམ་པ་མཐོན་པོ་རེད་ཟེར་"
68291,72653,4362,"སྤྲོས་པ་མང་པོ་བྱས་བཞག་ན་གོས་བཀོན་བཞག་པ་ལྟ་བུ་འགྱུར་བས་དེ་ཡིན།"
72653,77300,4647,"ཆོས་ཉིད་རྒྱ་ཡན་ཆེན་པོ་འདི་ལ་དེ་ནས་ཞི་གནས་ཀྱི་སེམས་འཛིན་མང་པོ་རེད་སོང་ན།"
